Name,Ticker,"Sub-Sector","Market Cap","1D Change in Put OI","Highest 1D OI Change CE Strike","1 D Change in Call OI","1D Change in Future OI","Highest 1D OI Change PE Strike","1D Change in Future Volume","Highest 1W OI Change CE Strike","1W Change in Future OI","1W Change in Call OI","Percentage Rollover","Rollover Cost","Put Call Ratio","Highest Put OI Strike","Put Open Interest","Call Open Interest","Future Volume","Future Open Interest","Lot Size","Future Close Price","Basis","Fair Value Spread","Fair Value","Calendar Spread","Highest Call OI Strike","Cash & Carry Profit","1W Change in Future Volume","1W Change in Put OI","Highest 1W OI Change PE Strike"
Oil Country Tubular Ltd,OILCOUNTUB,"Oil & Gas - Equipment & Services","79.05681105",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPL Railway Infrastructure Ltd,BCPL,"Construction & Engineering","78.85195317",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Tannery Ltd,SUPTANERY,"Textiles","78.8205528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohini Health & Hygiene Ltd,MHHL,"Health Care Equipment & Supplies","78.779088",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katare Spinning Mills Ltd,KATRSPG,"Textiles","78.67425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutron Polymers Ltd,DUTRON,"Building Products - Pipes","78.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banas Finance Ltd,BANASFN,,"78.55558605",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Cloud Kitchens Ltd,GCKL,"Hotels, Resorts & Cruise Lines","78.19155276000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advik Capital Ltd,ADVIKCA,,"77.94842112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inditrade Capital Ltd,INDICAP,"Consumer Finance","77.893345845",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhruv Consultancy Services Ltd,DHRUV,"Construction & Engineering","77.84172",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Vectra Helicorp Ltd,GLOBALVECT,"Airlines","77.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samrat Forgings Ltd,SAMRATFORG,,"77.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power and Instrumentation (Gujarat) Ltd,PIGL,"Power Infrastructure","77.291819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western India Plywoods Ltd,WIPL,"Wood Products","77.234794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesar Enterprises Ltd,KESARENT,"Sugar","77.1095673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Midcap 100 ETF,MOM100,"Equity","77.05321196",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visagar Financial Services Ltd,VISAGAR,"Diversified Financials","76.7439963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morarjee Textiles Ltd,MORARJEE,"Textiles","76.604781",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambhaav Media Ltd,SAMBHAAV,"Publishing","76.4444",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitiraj Engineers Ltd,NITIRAJ,"Electronic Equipments","76.26744",,,,,,,,,,,,,,,,,,,,,,,,,,,,
K G Denim Ltd,KGDENIM,"Textiles","76.14434025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexituff Ventures International Ltd,FLEXITUFF,"Packaging","76.14138636",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Fibers Ltd,ANGEL,"Textiles","76.125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPT Industries Ltd,KPT,"Industrial Machinery","76.109",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Capital Markets Ltd,GLOBALCA,"Diversified Financials","76.0496425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
P B M Polytex Ltd,PBMPOLY,"Textiles","76.013171",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giriraj Civil Developers Ltd,GIRIRAJ,"Construction & Engineering","75.944381",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin India Ltd,GOBLIN,,"75.92697852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punj Lloyd Ltd,PUNJLLOYD,"Construction & Engineering","75.509042625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vippy Spin Pro Ltd,VIPPYSP,"Textiles","75.4882",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Plastic Technologies Ltd,NATPLASTI,"Plastic Products","75.371292",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree House Education and Accessories Ltd,TREEHOUSE,"Education Services","75.1015351",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aro Granite Industries Ltd,AROGRANITE,"Building Products - Granite","74.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayo Rolls Ltd,TATAYODOGA,"Iron & Steel","74.956130175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak PSU Bank ETF,KOTAKPSUBK,"Equity","74.910257103",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIM Teknoforge Ltd,HIMTEK,"Auto Parts","74.64834",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medico Intercontinental Ltd,MIL,"Pharmaceuticals","74.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virat Crane Industries Ltd,VIRATCRA,"Agro Products","74.5466875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","74.215319455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreeshay Engineers Ltd,SHREESHAY,"Real Estate","74.13706854",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengal Tea & Fabrics Ltd,BENGALT,"Textiles","74.0291967",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG Ltd,HKG,,"73.8675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geekay Wires Ltd,GEEKAYWIRE,"Iron & Steel","73.84338",,,,,,,,,,,,,,,,,,,,,,,,,,,,
East West Holdings Ltd,EASTWEST,"Investment Banking & Brokerage","73.607123928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apoorva Leasing Finance and Investment Company Ltd,APOORVA,"Diversified Financials","73.307883",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrapali Industries Ltd,AMRAPLIN,"Commodities Trading","73.2600537",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godavari Drugs Ltd,GODAVARI,"Pharmaceuticals","73.121155",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLK Electrical Ltd,EDVENSWA,,"73.0032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makers Laboratories Ltd,MAKERSL,"Pharmaceuticals","72.95814924",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai Champdany Industries Ltd,AICHAMP,"Textiles","72.88657947",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBF Industries Ltd,JBFIND,"Textiles","72.86594561",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peria Karamalai Tea and Produce Company Ltd,PKTEA,"Tea & Coffee","72.81507408",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Cloud Softech Solutions Ltd,BLUECLOUDS,"Software Services","72.5678992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arihant Academy Ltd,ARIHANTACA,"Education Services","72.51102",,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSCO India Ltd,COSCO,"Theme Parks & Gaming","71.86047",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","71.78650862",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keynote Financial Services Ltd,KEYFINSERV,"Investment Banking & Brokerage","71.692332885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Chemex Ltd,YASHCHEM,"Commodities Trading","71.60154075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gala Global Products Ltd,GGPL,"Business Support Services","71.34662448099999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veerkrupa Jewellers Ltd,VEERKRUPA,,"71.1615256",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagwati Autocast Ltd,BGWTATO,"Iron & Steel","71.1528948",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relicab Cable Manufacturing Ltd,RELICAB,"Cables","70.96547386",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryaman Capital Markets Ltd,ARYACAPM,"Diversified Financials","70.78481466000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Nifty Financial Services ETF,MAFSETF,"Equity","70.75370617",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shradha Infraprojects Ltd,SHRADHA,"Real Estate","70.6197546",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excel Realty N Infra Ltd,EXCEL,"Construction & Engineering","70.53475275",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Coatings (India) Ltd,METALCO,"Iron & Steel","70.33728",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raminfo Ltd,RAMINFO,"Software Services","70.2246744",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehta Housing Finance Ltd,MEHTAHG,"Investment Banking & Brokerage","70.028723341681",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SecMark Consultancy Ltd,SECMARK,,"70.000875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM Rubber Company Ltd,MMRUBBR-B,"Home Furnishing","69.85041801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindcon Chemicals Ltd,HINDCON,"Commodity Chemicals","69.700347125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
W H Brady & Company Ltd,WHBRADY,"Heavy Machinery","69.615",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panache Digilife Ltd,PANACHE,"Technology Hardware","69.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumedha Fiscal Services Ltd,SUMEDHA,"Investment Banking & Brokerage","69.54433304",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidan Laboratories & Healthcare Ltd,NIDAN,"Hospitals & Diagnostic Centres","69.1525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzini Apparels Ltd,LAL,,"68.9446288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machino Plastics Ltd,MACPLASQ,"Auto Parts","68.854896",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aakash Exploration Services Ltd,AAKASH,"Oil & Gas - Equipment & Services","68.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globe Textiles (India) Ltd,GLOBE,"Textiles","68.7693825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pace E-Commerce Ventures Ltd,PACE,,"68.7272055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uma Converter Ltd,UMA,"Packaging","68.52708668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Technocast Ltd,CTCL,"Industrial Machinery","68.407335",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajooni Biotech Ltd,AJOONI,"Pharmaceuticals","68.379814985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trescon Ltd,TRESCON,"Real Estate","68.137404",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE Power Ltd,SEPOWER,"Renewable Energy","68.02175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deccan Health Care Ltd,DECCAN,"FMCG - Personal Products","67.831936",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keltech Energies Ltd,KELENRG,"Commodity Chemicals","67.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoboard Industries Ltd,ECOBOAR,"Building Products - Laminates","67.67244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKB Ophthalmics Ltd,GKB,"Health Care Equipment & Supplies","67.4933662",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDB Realty & Infrastructure Ltd,RDBRIL,"Real Estate","67.491677",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinevista Ltd,CINEVISTA,"Movies & TV Serials","67.487858125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malu Paper Mills Ltd,MALUPAPER,"Paper Products","67.46933375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniply Industries Ltd,UNIPLY,"Wood Products","67.4034106008989",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra Corp Ltd,MAHACORP,"Textiles","67.39599833999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambandam Spinning Mills Ltd,SAMBANDAM,"Textiles","67.359357",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRC Exim Ltd,MRCAGRO,"Commodities Trading","66.9542825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modulex Construction Technologies Ltd,MODULEX,"Construction & Engineering","66.9504672",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactose India Ltd,LACTOSE,"Pharmaceuticals","66.7217",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagar Diamonds Ltd,SAGAR,,"66.5062828",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upsurge Investment and Finance Ltd,UPSURGE,"Diversified Financials","66.29175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,"Packaged Foods & Meats","66.0821013",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skil Infrastructure Ltd,SKIL,"Construction & Engineering","65.86474551",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moksh Ornaments Ltd,MOKSH,"Precious Metals, Jewellery & Watches","65.733567375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Castings Ltd,CREATIVE,"Metals - Iron","65.637",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansal Buildwell Ltd,ANSALBU,"Real Estate","65.56324336",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivanza Biosciences Ltd,VIVANZA,"Pharmaceuticals","65.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesha Industries Ltd,LESHAIND,"Commodities Trading","65.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajeshwari Cans Ltd,RCAN,,"65.20778",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bang Overseas Ltd,BANG,"Apparel & Accessories","64.8846",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Tyres Ltd,BIRLATYRE,"Tires & Rubber","64.87848594500001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahickra Chemicals Ltd,MAHICKRA,"Specialty Chemicals","64.8554476",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvel Decor Ltd,MDL,"Home Furnishing","64.752532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolta India Ltd,ROLTA,"IT Services & Consulting","64.69762845",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joonktollee Tea & Industries Ltd,JOONKTOLL,"Agro Products","64.6183356",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Financial Corp,GUJSTATFIN,"Specialized Finance","64.60765",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suditi Industries Ltd,SUDTIND-B,"Textiles","64.59986295",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Infrastructure India Ltd,SUPREMEINF,"Construction & Engineering","64.50291372000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chennai Ferrous Industries Ltd,CHENFERRO,"Iron & Steel","64.50268855499999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Industries Ltd,SARTHAKIND,"Commodities Trading","64.392174",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOYAL EQUIPMENTS Ltd,LOYAL,"Industrial Machinery","64.311",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Industries Ltd,SKYIND,"Textiles","64.29349938",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goel Food Products Ltd,GOEL,,"64.28532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Press Ltd,ORIENTLTD,"Packaging","64.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regency Ceramics Ltd,REGENCERAM,"Building Products - Ceramics","63.988638120000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delton Cables Ltd,DLTNCBL,,"63.8928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croissance Ltd,CROISSANCE,,"63.74964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shilp Gravures Ltd,SHILGRAVQ,"Industrial Machinery","63.681179",,,,,,,,,,,,,,,,,,,,,,,,,,,,
R S Software (India) Ltd,RSSOFTWARE,"Software Services","63.62808705",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greencrest Financial Services Ltd,GREENCREST,,"63.598392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombay Rayon Fashions Ltd,BRFL,"Apparel & Accessories","63.4952958",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munoth Financial Services Ltd,MUNOTHFI,"Investment Banking & Brokerage","63.2925725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cargosol Logistics Ltd,CARGOSOL,,"63.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abm International Ltd,ABMINTLLTD,"Plastic Products","63.0336",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cenlub Industries Ltd,CENLUB,"Industrial Machinery","62.92582200499999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asit C Mehta Financial Services Ltd,ASITCFIN,"Diversified Financials","62.897512",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simmonds Marshall Ltd,SIMMOND,"Industrial Machinery","62.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind Swift Ltd,INDSWFTLTD,"Pharmaceuticals","62.560174214999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Metaliks Ltd,PRECISION,"Metals - Aluminium","62.51610877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOV Services Ltd,HOVS,"Outsourced services","62.47106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Leasing Finance and Investment Company Ltd,LLFICL,,"62.36615",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Electronics Ltd,PRECISIO,"Communication & Networking","62.24906144",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arham Technologies Ltd,ARHAM,"Home Electronics & Appliances","62.2233",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saumya Consultants Ltd,SAUMYA,"Diversified Financials","62.162172",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penta Gold Ltd,PENTAGOLD,"Precious Metals, Jewellery & Watches","62.161625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaysynth Dyestuff India Ltd,JAYSYN,"Commodity Chemicals","62.131355",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Personnel Services Ltd,IPSL,"Employment Services","61.975986",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarvee Denims and Exports Ltd,AARVEEDEN,"Apparel & Accessories","61.816573",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesar India Ltd,KESAR,,"61.782",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Media Research & Services Ltd,CMRSL,"IT Services & Consulting","61.7808",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sal Automotive Ltd,SALAUTO,"Auto Parts","61.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shetron Ltd,SHETR,"Packaging","61.672605",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulz Electronics Ltd,PULZ,"Electronic Equipments","61.66212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aartech Solonics Ltd,AARTECH,"Electrical Components & Equipments","61.52862625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Holdings Ltd,ARNOLD,"Diversified Financials","61.503375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kreon Finnancial Services Ltd,KREONFIN,,"61.3988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogia Capital Services Ltd,GOGIACAP,"Diversified Financials","61.219911610000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ushanti Colour Chem Ltd,UCL,"Specialty Chemicals","60.89622",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shristi Infrastructure Development Corporation Ltd,SHRISTI,"Construction & Engineering","60.828",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agri-Tech (India) Ltd,AGRITECH,"Agro Products","60.7959",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ushdev International Ltd,USHDI,,"60.590426",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Ventures Ltd,MORGAN,,"60.580044",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unistar Multimedia Ltd,UNISTRMU,"Movies & TV Serials","60.5542385",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shriram Asset Management Co Ltd,SRAMSET,"Asset Management","60.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyspin Exports Ltd,POLYSPIN,"Packaging","60.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhinav Capital Services Ltd,ABHICAP,"Diversified Financials","60.24402",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cimmco Ltd,CIMMCO,"Rail","59.986409546881106",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritesh International Ltd,RITESHIN,"Commodity Chemicals","59.826836",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Krishna Devcon Ltd,SHRIKRISH,"Real Estate","59.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavision Ltd,DYNAVSN,"Diversified Financials","59.7696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITL Industries Ltd,ITL,"Industrial Machinery","59.7441735",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swasti Vinayaka Synthetics Ltd,SWASTIVI,"Apparel & Accessories","59.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirupati Starch & Chemicals Ltd,TIRUSTA,"Commodity Chemicals","59.47301745",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kallam Textiles Ltd,KALLAM,"Textiles","59.464692812",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amba Enterprises Ltd,AEL,"Electrical Components & Equipments","59.3143488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","59.2933905",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Clothing Co Ltd,ACTIVE,"Textiles","59.2566613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beekay Niryat Ltd,BNL,,"59.091782529999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isl Consulting Ltd,ISLCONSUL,"Investment Banking & Brokerage","58.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pritish Nandy Communications Ltd,PNC,"Movies & TV Serials","58.519015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDR Buildcon Ltd,BDR,"Real Estate","58.243425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukesh Babu Financial Services Ltd,MUKESHB,"Diversified Financials","58.1024515",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ujaas Energy Ltd,UJAAS,"Renewable Energy","58.0841",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonal Adhesives Ltd,SONALAD,"Specialty Chemicals","57.973465",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","57.8093306",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consolidated Construction Consortium Ltd,CCCL,"Construction & Engineering","57.784122260000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Credit Corporation Ltd,GUJCRED,"Real Estate","57.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaycee Industries Ltd,KAYCEEI,"Electrical Components & Equipments","57.6859789",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Ganesh BioTech India Ltd,SHREEGANES,"Agro Products","57.401856",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Containe Technologies Ltd,CONTAINE,,"57.1326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visco Trade Associates Ltd,VISCO,,"56.769096",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VR Films & Studios Ltd,VRFILMS,"Movies & TV Serials","56.71848",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV Films Ltd,GVFILM,"Movies & TV Serials","56.706925646",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Starch Chem Allied Ltd,UNIVSTAR,"Packaged Foods & Meats","56.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKV Agro Powers Limited,KKVAPOW,"Renewable Energy","56.6308125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khandwala Securities Ltd,KHANDSE,"Investment Banking & Brokerage","56.59161655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarnsarita Jewels India Ltd,SWARNSAR,"Precious Metals, Jewellery & Watches","56.576128",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauria Udyog Ltd,MUL,"Gas Distribution","56.4768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","56.3496163",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","56.2933248",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP Securities Ltd,SKPSEC,"Investment Banking & Brokerage","56.274732",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polylink Polymers (India) Ltd,POLYLINK,"Commodity Chemicals","56.16321",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","56.123929679999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliable Data Services Ltd,RELIABLE,"Outsourced services","56.0892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAA Solar Ltd,WAA,"Renewable Energy","56.0520779",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsons Ltd,MARSONS,"Heavy Electrical Equipments","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediCaps Ltd,MEDICAPQ,"Pharmaceuticals","55.8030531",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,"55.71314775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan India Corp Ltd,PANINDIAC,"Diversified Financials","55.4924335",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","55.41027",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IM+ Capitals Ltd,IMCAP,,"55.3252326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanwaria Consumer Ltd,SANWARIA,"FMCG - Foods","55.2075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Integrated Solutions Ltd,ACEINTEG,"Education Services","55.131",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandra Prabhu International Ltd,CHANDRAP,,"55.00775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axis Technology ETF,AXISTECETF,"Equity","54.986265108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
T & I Global Ltd,TIGLOB,"Agro Products","54.933868",,,,,,,,,,,,,,,,,,,,,,,,,,,,
